,Iteration,Fitness,FEvals,Time,State,Population Size,Mutation Rate,max_iters
81,32,62.12360320022261,6643,1.4057007619994693,"[5, 7, 3, 2, 1, 22, 23, 21, 31, 24, 0, 19, 20, 13, 14, 9, 10, 25, 4, 26, 27, 28, 29, 30, 17, 18, 16, 15, 12, 11, 8, 6]",200,0.6,8192
82,64,54.76341511734384,13083,2.7335995699977502,"[5, 7, 4, 3, 2, 1, 0, 23, 21, 31, 24, 22, 19, 20, 13, 12, 9, 10, 25, 26, 27, 28, 29, 30, 17, 18, 16, 15, 14, 11, 8, 6]",200,0.6,8192
83,128,47.18691259711845,25962,5.1578473770059645,"[7, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 20, 19, 18, 15, 14, 13, 10, 9, 26, 25, 27, 28, 29, 30, 17, 16, 12, 11, 8, 6]",200,0.6,8192
84,256,38.71477664211886,51698,10.190250574989477,"[7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 27, 26, 25, 30, 29, 28, 8]",200,0.6,8192
85,512,37.88634951737268,103156,20.536593532015104,"[8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 30, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 26, 25, 29, 28, 27]",200,0.6,8192
86,1024,37.88634951737268,201646,39.2104776710039,"[8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 30, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 26, 25, 29, 28, 27]",200,0.6,8192
87,2048,37.88634951737268,201646,39.2104776710039,"[8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 30, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 26, 25, 29, 28, 27]",200,0.6,8192
88,4096,37.88634951737268,201646,39.2104776710039,"[8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 30, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 26, 25, 29, 28, 27]",200,0.6,8192
89,8192,37.88634951737268,201646,39.2104776710039,"[8, 7, 6, 5, 4, 3, 2, 1, 0, 22, 21, 23, 24, 31, 30, 20, 19, 18, 17, 16, 15, 14, 13, 12, 11, 10, 9, 26, 25, 29, 28, 27]",200,0.6,8192
90,0,130.83106057819353,300,0.015392197004985064,"[20, 0, 23, 12, 29, 9, 1, 21, 14, 16, 25, 19, 10, 4, 6, 3, 27, 5, 30, 24, 17, 2, 7, 28, 26, 18, 11, 22, 31, 13, 15, 8]",300,0.4,8192
